artist,song,mix_i_original_name,mix_j_original_name,mix_i_id,mix_j_id,combined_euclidean_distance,scalar_only_distance,bark_only_distance,rms_excluded_distance,combined_manhattan_distance,near_duplicate_flag
Fredy V,In The Meantime,McG-C,DU-N,mix_145577f61939,mix_29131e66c9d7,1.15805014088,0.834199952989,0.803237553426,0.953915323778,3.26397239604,0
Fredy V,In The Meantime,McG-C,PXL-S2,mix_145577f61939,mix_2d589c003982,1.84079234234,1.66195073397,0.791477229916,0.808206454568,3.56614373934,0
Fredy V,In The Meantime,McG-C,PXL-S1,mix_145577f61939,mix_2eae3034bad8,1.78315371693,1.62658287346,0.730660888478,1.32456337217,3.93045311401,0
Fredy V,In The Meantime,McG-C,QUT-I,mix_145577f61939,mix_2f518e7b8633,1.4078557311,0.956443972448,1.03308890573,1.21270626384,3.78014561668,0
Fredy V,In The Meantime,McG-C,DU-H,mix_145577f61939,mix_302f0efe8a80,1.25556149847,0.72743397889,1.02336429623,1.1168032457,2.75977978513,0
Fredy V,In The Meantime,McG-C,UCP-A1,mix_145577f61939,mix_3042da8a2eb5,1.39011778156,1.13009855792,0.80950892275,1.04728105597,3.66407964137,0
Fredy V,In The Meantime,McG-C,PXL-S7,mix_145577f61939,mix_526612c31256,1.82759754088,1.67330697383,0.734953428996,1.6744920369,4.31629382065,0
Fredy V,In The Meantime,McG-C,McG-B,mix_145577f61939,mix_5383540067d5,1.29041075328,0.841331755251,0.978427713108,1.40107260838,3.20412334398,0
Fredy V,In The Meantime,McG-C,PXL-S5,mix_145577f61939,mix_54ac02ce9456,1.02834432432,0.602185777767,0.83358523165,1.04744515395,2.81847377923,0
Fredy V,In The Meantime,McG-C,DU-L,mix_145577f61939,mix_561c0e17caee,1.90308765448,1.36269522841,1.32845938406,1.41452921813,4.79147929412,0
Fredy V,In The Meantime,McG-C,DU-K,mix_145577f61939,mix_56e65a3ce054,2.50501960171,2.01108059142,1.49354546624,2.50716762615,6.79958907272,0
Fredy V,In The Meantime,McG-C,PXL-S4,mix_145577f61939,mix_67624d91340a,1.59737828676,1.26410061453,0.976558767994,1.29336939143,3.70366362719,0
